date,region,category,product,units,unit_price,discount,revenue,month
2024-04-25,West,Groceries,Beverages,9,5.57,0.19,40.60530000000001,2024-04-25
2024-10-01,East,Clothing,Jeans,2,18.18,0.09,33.0876,2024-10-01
2024-04-09,South,Sports,Yoga Mat,3,39.37,0.19,95.6691,2024-04-09
2024-11-03,West,Home & Kitchen,Mixer,1,42.45,0.08,39.054,2024-11-03
2024-03-27,East,Beauty,Face Wash,3,12.03,0.06,33.9246,2024-03-27
2024-10-09,North,Groceries,Rice,3,3.93,0.09,10.728900000000001,2024-10-09
2024-06-20,North,Beauty,Moisturizer,9,17.24,0.02,152.05679999999998,2024-06-20
2024-02-17,South,Beauty,Perfume,5,12.33,0.15,52.402499999999996,2024-02-17
2024-01-25,West,Sports,Cricket Bat,8,35.67,0.0,285.36,2024-01-25
2024-08-26,North,Beauty,Shampoo,7,12.83,0.14,77.2366,2024-08-26
2024-07-23,West,Electronics,Smartphone,3,330.6,0.21,783.522,2024-07-23
2024-07-17,South,Beauty,Moisturizer,8,13.37,0.07,99.47279999999999,2024-07-17
2024-07-01,East,Home & Kitchen,Vacuum Cleaner,6,59.14,0.11,315.80760000000004,2024-07-01
2024-02-29,South,Electronics,Tablet,9,404.63,0.22,2840.5026000000003,2024-02-29
2024-05-07,North,Home & Kitchen,Cookware,6,69.86,0.17,347.90279999999996,2024-05-07
2024-09-12,South,Electronics,Tablet,1,195.22,0.27,142.51059999999998,2024-09-12
2024-10-20,South,Home & Kitchen,Bedsheet,1,73.32,0.11,65.25479999999999,2024-10-20
2024-10-18,East,Clothing,Jeans,2,18.99,0.0,37.98,2024-10-18
2024-01-08,South,Sports,Cricket Bat,4,30.15,0.25,90.44999999999999,2024-01-08
2024-03-15,East,Sports,Cricket Bat,8,21.56,0.01,170.7552,2024-03-15
2024-02-10,West,Groceries,Beverages,7,6.37,0.11,39.685100000000006,2024-02-10
2024-11-27,North,Groceries,Rice,4,5.13,0.18,16.8264,2024-11-27
2024-11-28,West,Electronics,Headphones,9,372.36,0.08,3083.1408,2024-11-28
2024-01-29,East,Home & Kitchen,Bedsheet,8,51.67,0.1,372.024,2024-01-29
2024-03-27,East,Clothing,T-Shirt,8,23.78,0.0,190.24,2024-03-27
2024-02-04,South,Groceries,Beverages,5,3.87,0.07,17.9955,2024-02-04
2024-11-07,North,Beauty,Shampoo,2,17.78,0.08,32.7152,2024-11-07
2024-10-04,South,Home & Kitchen,Mixer,7,49.75,0.0,348.25,2024-10-04
2024-02-08,South,Groceries,Snacks,4,5.43,0.06,20.4168,2024-02-08
2024-11-11,West,Clothing,Jeans,8,26.91,0.14,185.14079999999998,2024-11-11
2024-01-07,West,Home & Kitchen,Vacuum Cleaner,5,63.11,0.11,280.8395,2024-01-07
2024-01-10,East,Clothing,Sneakers,4,29.15,0.17,96.77799999999999,2024-01-10
2024-11-17,South,Home & Kitchen,Cookware,7,58.5,0.02,401.31,2024-11-17
2024-10-01,North,Beauty,Perfume,6,11.09,0.22,51.901199999999996,2024-10-01
2024-05-28,South,Clothing,T-Shirt,8,28.38,0.0,227.04,2024-05-28
2024-03-28,South,Home & Kitchen,Vacuum Cleaner,6,70.87,0.16,357.1848,2024-03-28
2024-07-22,East,Beauty,Perfume,1,11.16,0.1,10.044,2024-07-22
2024-09-01,North,Clothing,Jeans,2,24.12,0.0,48.24,2024-09-01
2024-06-13,East,Sports,Football,6,50.29,0.08,277.6008,2024-06-13
2024-04-25,South,Home & Kitchen,Vacuum Cleaner,6,60.96,0.1,329.184,2024-04-25
2024-01-05,North,Groceries,Pulses,2,5.69,0.0,11.38,2024-01-05
2024-11-04,North,Sports,Yoga Mat,5,47.72,0.0,238.6,2024-11-04
2024-07-21,East,Clothing,T-Shirt,1,17.4,0.08,16.008,2024-07-21
2024-03-27,East,Groceries,Pulses,1,5.33,0.12,4.6904,2024-03-27
2024-03-18,South,Groceries,Beverages,4,3.99,0.11,14.204400000000001,2024-03-18
2024-10-06,North,Home & Kitchen,Vacuum Cleaner,1,77.61,0.2,62.088,2024-10-06
2024-06-01,North,Electronics,Smartphone,6,221.67,0.12,1170.4176,2024-06-01
2024-07-20,West,Beauty,Face Wash,7,10.22,0.17,59.3782,2024-07-20
2024-11-02,South,Electronics,Laptop,1,191.5,0.03,185.755,2024-11-02
2024-12-08,North,Home & Kitchen,Cookware,3,66.35,0.04,191.08799999999997,2024-12-08
2024-04-13,East,Home & Kitchen,Vacuum Cleaner,2,65.58,0.02,128.5368,2024-04-13
2024-05-15,North,Home & Kitchen,Cookware,9,68.74,0.02,606.2868,2024-05-15
2024-06-11,West,Electronics,Tablet,2,335.48,0.09,610.5736,2024-06-11
2024-03-07,North,Clothing,Sneakers,3,25.4,0.08,70.104,2024-03-07
2024-09-21,East,Groceries,Rice,1,1.91,0.16,1.6043999999999998,2024-09-21
2024-04-06,West,Sports,Dumbbells,7,32.61,0.12,200.87759999999997,2024-04-06
2024-12-15,North,Beauty,Face Wash,9,11.72,0.25,79.11,2024-12-15
2024-11-24,North,Clothing,T-Shirt,8,23.0,0.11,163.76,2024-11-24
2024-01-10,North,Groceries,Rice,2,6.1,0.05,11.589999999999998,2024-01-10
2024-04-02,South,Beauty,Face Wash,1,8.26,0.05,7.8469999999999995,2024-04-02
2024-01-25,East,Beauty,Shampoo,4,8.35,0.18,27.388,2024-01-25
2024-02-08,North,Electronics,Smartphone,7,376.71,0.04,2531.4912,2024-02-08
2024-05-12,West,Clothing,Sneakers,4,21.76,0.05,82.688,2024-05-12
2024-04-05,South,Electronics,Tablet,5,265.04,0.09,1205.932,2024-04-05
2024-03-27,West,Sports,Yoga Mat,8,34.96,0.13,243.32160000000002,2024-03-27
2024-05-26,South,Groceries,Beverages,9,3.8,0.1,30.779999999999998,2024-05-26
2024-03-31,South,Beauty,Perfume,3,10.31,0.15,26.290499999999998,2024-03-31
2024-12-16,East,Sports,Cricket Bat,3,44.35,0.0,133.05,2024-12-16
2024-04-22,West,Groceries,Beverages,1,4.73,0.0,4.73,2024-04-22
2024-06-23,West,Groceries,Beverages,9,3.07,0.08,25.4196,2024-06-23
2024-05-23,North,Sports,Cricket Bat,5,37.89,0.17,157.24349999999998,2024-05-23
2024-07-07,East,Sports,Dumbbells,8,33.62,0.24,204.40959999999998,2024-07-07
2024-07-10,East,Sports,Cricket Bat,9,52.88,0.04,456.8832,2024-07-10
2024-08-11,East,Beauty,Perfume,8,10.93,0.13,76.0728,2024-08-11
2024-04-11,East,Sports,Cricket Bat,2,45.48,0.12,80.0448,2024-04-11
2024-12-13,East,Sports,Cricket Bat,3,33.43,0.03,97.28129999999999,2024-12-13
2024-08-01,West,Groceries,Beverages,7,5.07,0.19,28.746900000000004,2024-08-01
2024-06-03,North,Beauty,Shampoo,2,13.82,0.01,27.3636,2024-06-03
2024-06-10,South,Clothing,Sneakers,7,21.77,0.15,129.5315,2024-06-10
2024-05-15,North,Home & Kitchen,Bedsheet,6,50.89,0.29,216.7914,2024-05-15
2024-03-08,North,Sports,Dumbbells,7,29.8,0.0,208.6,2024-03-08
2024-01-01,West,Clothing,T-Shirt,2,25.92,0.1,46.656000000000006,2024-01-01
2024-10-13,West,Home & Kitchen,Cookware,6,44.07,0.16,222.1128,2024-10-13
2024-05-26,North,Electronics,Smartphone,6,337.95,0.14,1743.822,2024-05-26
2024-05-24,North,Sports,Football,8,32.77,0.19,212.34960000000004,2024-05-24
2024-03-12,East,Clothing,Sneakers,2,30.84,0.0,61.68,2024-03-12
2024-08-19,West,Sports,Cricket Bat,8,50.67,0.05,385.092,2024-08-19
2024-08-23,North,Sports,Football,2,21.85,0.16,36.708,2024-08-23
2024-11-12,South,Home & Kitchen,Vacuum Cleaner,8,62.73,0.0,501.84,2024-11-12
2024-10-07,West,Beauty,Moisturizer,4,11.76,0.21,37.1616,2024-10-07
2024-10-14,South,Clothing,T-Shirt,1,25.93,0.07,24.1149,2024-10-14
2024-09-27,West,Clothing,Jeans,4,25.64,0.22,79.99680000000001,2024-09-27
2024-01-15,South,Clothing,T-Shirt,3,21.66,0.01,64.3302,2024-01-15
2024-09-14,East,Home & Kitchen,Mixer,3,79.42,0.2,190.608,2024-09-14
2024-12-24,North,Clothing,Jeans,8,25.99,0.17,172.57359999999997,2024-12-24
2024-10-14,West,Clothing,Jeans,9,28.83,0.12,228.33359999999996,2024-10-14
2024-05-14,West,Groceries,Rice,5,6.06,0.15,25.754999999999995,2024-05-14
2024-04-10,West,Electronics,Laptop,5,310.9,0.15,1321.325,2024-04-10
2024-03-28,East,Groceries,Rice,8,2.14,0.0,17.12,2024-03-28
2024-12-18,North,Groceries,Beverages,5,5.2,0.09,23.66,2024-12-18
2024-05-03,West,Sports,Cricket Bat,8,36.21,0.0,289.68,2024-05-03
2024-03-29,South,Electronics,Smartphone,1,372.07,0.16,312.5388,2024-03-29
2024-08-25,West,Home & Kitchen,Cookware,6,77.12,0.18,379.4304000000001,2024-08-25
2024-11-22,East,Groceries,Pulses,6,6.35,0.12,33.528,2024-11-22
2024-03-15,South,Clothing,T-Shirt,1,20.18,0.05,19.171,2024-03-15
2024-09-04,North,Clothing,T-Shirt,4,26.8,0.09,97.552,2024-09-04
2024-12-14,West,Electronics,Laptop,4,328.24,0.12,1155.4048,2024-12-14
2024-01-31,South,Sports,Cricket Bat,5,41.41,0.03,200.83849999999998,2024-01-31
2024-06-02,North,Home & Kitchen,Cookware,1,58.61,0.18,48.0602,2024-06-02
2024-08-13,West,Sports,Dumbbells,4,27.23,0.07,101.2956,2024-08-13
2024-02-09,South,Groceries,Rice,6,5.76,0.06,32.4864,2024-02-09
2024-06-03,North,Electronics,Tablet,5,387.48,0.0,1937.4,2024-06-03
2024-06-07,West,Sports,Cricket Bat,9,47.64,0.01,424.4724,2024-06-07
2024-01-18,West,Clothing,Jeans,4,26.42,0.03,102.5096,2024-01-18
2024-04-04,North,Sports,Football,7,41.47,0.1,261.26099999999997,2024-04-04
2024-07-23,East,Home & Kitchen,Cookware,2,47.8,0.01,94.64399999999999,2024-07-23
2024-02-12,West,Electronics,Laptop,5,198.73,0.14,854.539,2024-02-12
2024-12-22,West,Groceries,Rice,8,4.81,0.09,35.016799999999996,2024-12-22
2024-04-15,East,Groceries,Snacks,1,4.08,0.3,2.856,2024-04-15
2024-08-03,West,Beauty,Perfume,5,11.97,0.09,54.4635,2024-08-03
2024-12-15,West,Electronics,Smartphone,4,301.16,0.07,1120.3152,2024-12-15
2024-02-16,North,Electronics,Smartphone,8,309.3,0.19,2004.2640000000001,2024-02-16
2024-06-23,North,Sports,Dumbbells,3,29.97,0.09,81.8181,2024-06-23
2024-10-04,East,Beauty,Face Wash,1,13.3,0.09,12.103000000000002,2024-10-04
2024-05-04,North,Sports,Yoga Mat,4,51.99,0.0,207.96,2024-05-04
2024-06-19,West,Sports,Cricket Bat,2,47.9,0.0,95.8,2024-06-19
2024-06-19,South,Groceries,Pulses,3,3.71,0.08,10.2396,2024-06-19
2024-02-20,South,Beauty,Moisturizer,9,16.02,0.08,132.6456,2024-02-20
2024-12-01,North,Home & Kitchen,Cookware,1,53.25,0.02,52.185,2024-12-01
2024-10-16,North,Groceries,Snacks,8,5.76,0.1,41.472,2024-10-16
2024-11-03,West,Electronics,Headphones,9,272.51,0.09,2231.8569,2024-11-03
2024-04-25,South,Sports,Cricket Bat,1,50.38,0.08,46.3496,2024-04-25
2024-12-25,West,Sports,Cricket Bat,8,41.02,0.0,328.16,2024-12-25
2024-07-19,North,Clothing,Jacket,3,28.39,0.0,85.17,2024-07-19
2024-12-01,South,Beauty,Moisturizer,1,12.07,0.05,11.4665,2024-12-01
2024-01-09,North,Beauty,Face Wash,9,14.97,0.0,134.73000000000002,2024-01-09
2024-02-26,South,Home & Kitchen,Bedsheet,5,72.73,0.06,341.831,2024-02-26
2024-11-26,South,Beauty,Perfume,3,11.75,0.17,29.2575,2024-11-26
2024-09-12,West,Sports,Football,7,35.86,0.1,225.91799999999998,2024-09-12
2024-01-11,East,Home & Kitchen,Vacuum Cleaner,3,79.67,0.0,239.01,2024-01-11
2024-12-16,North,Sports,Dumbbells,1,39.4,0.14,33.884,2024-12-16
2024-11-14,East,Beauty,Shampoo,8,11.17,0.12,78.6368,2024-11-14
2024-12-22,North,Electronics,Headphones,4,283.51,0.0,1134.04,2024-12-22
2024-10-13,South,Clothing,Sneakers,2,33.26,0.0,66.52,2024-10-13
2024-05-21,South,Beauty,Face Wash,1,9.04,0.0,9.04,2024-05-21
2024-01-04,North,Sports,Cricket Bat,3,33.51,0.03,97.5141,2024-01-04
2024-08-19,South,Beauty,Moisturizer,7,10.89,0.14,65.5578,2024-08-19
2024-02-10,North,Home & Kitchen,Cookware,5,33.16,0.2,132.64,2024-02-10
2024-03-06,West,Home & Kitchen,Vacuum Cleaner,7,43.62,0.05,290.073,2024-03-06
2024-06-17,South,Groceries,Snacks,8,5.77,0.07,42.928799999999995,2024-06-17
2024-02-27,South,Clothing,Jacket,4,23.9,0.0,95.6,2024-02-27
2024-05-17,North,Home & Kitchen,Vacuum Cleaner,4,64.62,0.08,237.80160000000004,2024-05-17
2024-06-19,West,Sports,Yoga Mat,6,45.62,0.18,224.4504,2024-06-19
2024-02-29,East,Sports,Yoga Mat,6,24.61,0.03,143.2302,2024-02-29
2024-09-12,West,Sports,Dumbbells,3,37.34,0.04,107.53920000000001,2024-09-12
2024-09-26,West,Groceries,Beverages,4,6.27,0.21,19.8132,2024-09-26
2024-12-23,North,Sports,Yoga Mat,9,39.35,0.0,354.15000000000003,2024-12-23
2024-06-23,West,Clothing,T-Shirt,3,22.78,0.16,57.4056,2024-06-23
2024-02-29,North,Beauty,Shampoo,1,14.99,0.07,13.9407,2024-02-29
2024-10-21,East,Electronics,Tablet,5,361.21,0.14,1553.203,2024-10-21
2024-09-11,North,Clothing,Jeans,5,25.44,0.11,113.208,2024-09-11
2024-12-14,West,Sports,Dumbbells,9,49.43,0.15,378.1395,2024-12-14
2024-07-09,West,Electronics,Headphones,3,295.68,0.01,878.1696,2024-07-09
2024-08-26,East,Groceries,Pulses,5,3.37,0.01,16.6815,2024-08-26
2024-11-19,South,Sports,Cricket Bat,2,28.81,0.11,51.2818,2024-11-19
2024-05-21,North,Clothing,Sneakers,7,25.11,0.11,156.43529999999998,2024-05-21
2024-06-12,South,Sports,Cricket Bat,2,46.05,0.02,90.258,2024-06-12
2024-03-07,South,Sports,Cricket Bat,3,41.29,0.17,102.8121,2024-03-07
2024-09-12,North,Groceries,Rice,9,4.63,0.2,33.336000000000006,2024-09-12
2024-12-16,North,Sports,Yoga Mat,1,46.9,0.08,43.148,2024-12-16
2024-09-10,East,Groceries,Beverages,2,5.09,0.13,8.8566,2024-09-10
2024-08-05,North,Home & Kitchen,Mixer,8,63.53,0.08,467.5808,2024-08-05
2024-09-16,West,Sports,Cricket Bat,8,42.02,0.03,326.0752,2024-09-16
2024-03-22,East,Clothing,Jacket,8,26.24,0.02,205.7216,2024-03-22
2024-12-24,West,Clothing,Jacket,5,22.33,0.08,102.718,2024-12-24
2024-01-12,South,Groceries,Pulses,9,3.91,0.19,28.5039,2024-01-12
2024-07-26,South,Home & Kitchen,Vacuum Cleaner,7,66.94,0.08,431.0936,2024-07-26
2024-01-02,North,Electronics,Smartphone,9,189.12,0.04,1633.9968,2024-01-02
2024-10-22,North,Groceries,Pulses,3,6.22,0.1,16.794,2024-10-22
2024-07-13,South,Home & Kitchen,Vacuum Cleaner,2,63.0,0.09,114.66000000000001,2024-07-13
2024-01-07,South,Clothing,T-Shirt,1,26.39,0.09,24.0149,2024-01-07
2024-07-19,West,Electronics,Smartphone,1,284.31,0.08,261.5652,2024-07-19
2024-10-03,South,Clothing,Jeans,4,22.56,0.19,73.09440000000001,2024-10-03
2024-02-05,South,Beauty,Moisturizer,5,12.65,0.05,60.0875,2024-02-05
2024-05-23,West,Electronics,Smartphone,4,406.28,0.08,1495.1104,2024-05-23
2024-06-01,West,Clothing,Jeans,4,32.48,0.13,113.03039999999999,2024-06-01
2024-09-19,West,Electronics,Headphones,3,326.83,0.07,911.8557,2024-09-19
2024-01-10,North,Groceries,Pulses,9,3.57,0.04,30.844799999999996,2024-01-10
2024-12-12,West,Electronics,Laptop,4,391.73,0.06,1472.9048,2024-12-12
2024-01-29,South,Clothing,Jeans,9,23.02,0.08,190.6056,2024-01-29
2024-11-23,South,Groceries,Snacks,6,4.32,0.08,23.846400000000003,2024-11-23
2024-11-12,South,Clothing,Sneakers,8,32.49,0.17,215.7336,2024-11-12
2024-06-02,North,Sports,Dumbbells,7,30.86,0.24,164.1752,2024-06-02
2024-07-20,East,Groceries,Snacks,8,5.22,0.11,37.166399999999996,2024-07-20
2024-01-25,West,Groceries,Snacks,7,3.8,0.0,26.599999999999998,2024-01-25
2024-04-03,West,Clothing,Sneakers,7,19.71,0.21,108.9963,2024-04-03
2024-12-30,West,Clothing,Jacket,3,20.54,0.09,56.0742,2024-12-30
2024-09-13,South,Home & Kitchen,Vacuum Cleaner,7,38.09,0.16,223.9692,2024-09-13
2024-05-11,North,Clothing,Jeans,8,22.86,0.1,164.592,2024-05-11
2024-10-26,East,Groceries,Rice,4,5.9,0.14,20.296,2024-10-26
2024-12-09,East,Home & Kitchen,Cookware,6,61.44,0.1,331.776,2024-12-09
2024-07-24,West,Sports,Dumbbells,1,47.98,0.29,34.065799999999996,2024-07-24
2024-01-26,South,Clothing,T-Shirt,7,18.09,0.08,116.4996,2024-01-26
2024-01-31,South,Electronics,Tablet,9,340.91,0.05,2914.7805,2024-01-31
2024-12-31,South,Electronics,Tablet,9,414.45,0.11,3319.7445,2024-12-31
2024-10-04,South,Clothing,T-Shirt,2,28.47,0.0,56.94,2024-10-04
2024-09-27,North,Electronics,Tablet,9,329.57,0.08,2728.8396000000002,2024-09-27
2024-01-28,East,Beauty,Moisturizer,1,12.24,0.0,12.24,2024-01-28
2024-11-11,North,Clothing,T-Shirt,2,31.12,0.18,51.03680000000001,2024-11-11
2024-09-24,South,Home & Kitchen,Mixer,6,83.86,0.0,503.15999999999997,2024-09-24
2024-02-23,South,Electronics,Smartphone,1,309.99,0.03,300.6903,2024-02-23
2024-06-17,West,Home & Kitchen,Vacuum Cleaner,8,34.53,0.06,259.6656,2024-06-17
2024-07-15,East,Electronics,Tablet,9,371.06,0.21,2638.2366,2024-07-15
2024-10-01,East,Sports,Yoga Mat,2,44.93,0.09,81.7726,2024-10-01
2024-01-23,East,Home & Kitchen,Bedsheet,4,51.56,0.15,175.304,2024-01-23
2024-08-26,West,Beauty,Shampoo,2,13.51,0.07,25.1286,2024-08-26
2024-08-28,South,Groceries,Pulses,2,5.79,0.29,8.2218,2024-08-28
2024-07-14,North,Clothing,Jacket,6,19.67,0.0,118.02000000000001,2024-07-14
2024-05-21,East,Home & Kitchen,Vacuum Cleaner,3,27.12,0.0,81.36,2024-05-21
2024-07-02,South,Clothing,Jacket,8,27.41,0.09,199.5448,2024-07-02
2024-08-02,South,Groceries,Beverages,5,5.74,0.16,24.108,2024-08-02
2024-05-24,South,Electronics,Tablet,8,276.78,0.09,2014.9584,2024-05-24
2024-01-23,South,Clothing,Jacket,2,30.82,0.17,51.1612,2024-01-23
2024-06-21,West,Clothing,T-Shirt,6,32.07,0.16,161.6328,2024-06-21
2024-03-13,North,Clothing,Jacket,8,25.85,0.24,157.168,2024-03-13
2024-04-06,East,Clothing,Jacket,2,15.2,0.13,26.448,2024-04-06
2024-11-24,West,Electronics,Laptop,7,404.28,0.14,2433.7656,2024-11-24
2024-03-05,South,Clothing,Jacket,4,23.83,0.02,93.41359999999999,2024-03-05
2024-11-09,South,Home & Kitchen,Vacuum Cleaner,7,70.58,0.12,434.7728,2024-11-09
2024-05-22,West,Groceries,Pulses,9,4.68,0.0,42.12,2024-05-22
2024-02-20,North,Beauty,Moisturizer,4,13.35,0.24,40.583999999999996,2024-02-20
2024-06-27,West,Electronics,Headphones,7,317.74,0.01,2201.9382,2024-06-27
2024-02-15,East,Groceries,Pulses,1,4.36,0.18,3.5752000000000006,2024-02-15
2024-01-09,East,Groceries,Rice,6,5.19,0.02,30.5172,2024-01-09
2024-12-22,East,Groceries,Snacks,7,6.08,0.09,38.729600000000005,2024-12-22
2024-12-15,West,Beauty,Moisturizer,5,9.56,0.15,40.63,2024-12-15
2024-11-30,West,Home & Kitchen,Vacuum Cleaner,7,68.47,0.0,479.28999999999996,2024-11-30
2024-09-29,East,Home & Kitchen,Bedsheet,1,63.09,0.01,62.4591,2024-09-29
2024-11-20,North,Beauty,Face Wash,1,12.1,0.09,11.011,2024-11-20
2024-03-09,South,Home & Kitchen,Cookware,7,70.24,0.13,427.76159999999993,2024-03-09
2024-01-25,South,Groceries,Pulses,8,4.55,0.1,32.76,2024-01-25
2024-12-22,South,Electronics,Headphones,2,207.42,0.01,410.6916,2024-12-22
2024-07-01,East,Home & Kitchen,Bedsheet,6,68.02,0.16,342.82079999999996,2024-07-01
2024-09-02,West,Clothing,T-Shirt,6,27.4,0.05,156.17999999999998,2024-09-02
2024-05-07,West,Home & Kitchen,Bedsheet,6,82.93,0.18,408.01560000000006,2024-05-07
2024-06-06,East,Clothing,Sneakers,9,25.14,0.07,210.4218,2024-06-06
2024-07-16,North,Clothing,Jeans,9,26.49,0.27,174.0393,2024-07-16
2024-10-27,South,Beauty,Moisturizer,3,14.02,0.22,32.8068,2024-10-27
2024-01-12,North,Electronics,Headphones,8,222.81,0.04,1711.1807999999999,2024-01-12
2024-10-29,West,Beauty,Face Wash,3,10.0,0.12,26.4,2024-10-29
2024-11-18,South,Sports,Cricket Bat,9,44.84,0.1,363.20400000000006,2024-11-18
2024-09-01,North,Clothing,Jeans,8,26.32,0.21,166.3424,2024-09-01
2024-10-18,North,Groceries,Rice,2,3.48,0.02,6.8208,2024-10-18
2024-04-17,East,Sports,Cricket Bat,8,56.67,0.11,403.4904,2024-04-17
2024-08-30,North,Clothing,Jacket,9,23.41,0.11,187.5141,2024-08-30
2024-02-09,West,Electronics,Tablet,3,349.46,0.11,933.0581999999999,2024-02-09
2024-09-19,South,Groceries,Pulses,1,5.71,0.01,5.6529,2024-09-19
2024-08-24,East,Beauty,Perfume,7,13.45,0.09,85.67649999999999,2024-08-24
2024-12-30,North,Sports,Yoga Mat,8,42.8,0.14,294.464,2024-12-30
2024-02-02,West,Sports,Football,2,38.98,0.0,77.96,2024-02-02
2024-08-27,South,Sports,Football,8,26.66,0.1,191.952,2024-08-27
2024-01-28,East,Electronics,Tablet,7,251.47,0.0,1760.29,2024-01-28
2024-11-26,East,Sports,Football,8,41.81,0.21,264.23920000000004,2024-11-26
2024-06-25,South,Home & Kitchen,Mixer,9,56.71,0.0,510.39,2024-06-25
2024-10-11,North,Beauty,Shampoo,5,11.59,0.13,50.4165,2024-10-11
2024-05-05,West,Clothing,T-Shirt,7,38.93,0.0,272.51,2024-05-05
2024-01-11,North,Clothing,Jacket,6,21.51,0.0,129.06,2024-01-11
2024-11-13,South,Clothing,Sneakers,7,34.14,0.12,210.3024,2024-11-13
2024-03-21,South,Groceries,Beverages,8,4.98,0.12,35.059200000000004,2024-03-21
2024-08-12,East,Groceries,Snacks,2,4.08,0.07,7.5888,2024-08-12
2024-12-11,South,Sports,Cricket Bat,3,33.91,0.15,86.47049999999999,2024-12-11
2024-03-29,South,Groceries,Pulses,4,4.91,0.04,18.8544,2024-03-29
2024-12-16,East,Home & Kitchen,Vacuum Cleaner,2,61.05,0.09,111.111,2024-12-16
2024-01-18,West,Sports,Yoga Mat,8,35.59,0.11,253.40080000000003,2024-01-18
2024-12-16,North,Groceries,Snacks,5,7.06,0.0,35.3,2024-12-16
2024-12-15,South,Groceries,Rice,6,3.98,0.09,21.7308,2024-12-15
2024-10-28,East,Clothing,Sneakers,3,24.41,0.14,62.9778,2024-10-28
2024-03-10,West,Beauty,Perfume,5,12.13,0.0,60.650000000000006,2024-03-10
2024-08-08,North,Beauty,Shampoo,5,12.88,0.09,58.604000000000006,2024-08-08
2024-04-26,South,Sports,Football,2,40.84,0.0,81.68,2024-04-26
2024-08-05,North,Clothing,Jacket,6,26.64,0.04,153.4464,2024-08-05
2024-11-28,West,Electronics,Laptop,2,327.12,0.09,595.3584000000001,2024-11-28
2024-10-20,South,Electronics,Laptop,7,331.03,0.23,1784.2517,2024-10-20
2024-07-21,West,Home & Kitchen,Vacuum Cleaner,9,43.37,0.07,363.0069,2024-07-21
2024-04-02,South,Beauty,Moisturizer,3,12.85,0.23,29.6835,2024-04-02
2024-10-28,East,Clothing,Jacket,7,22.71,0.11,141.4833,2024-10-28
2024-07-02,North,Groceries,Pulses,4,4.56,0.16,15.321599999999998,2024-07-02
2024-01-25,North,Groceries,Rice,8,5.83,0.07,43.3752,2024-01-25
2024-04-23,South,Clothing,Jeans,9,25.49,0.21,181.2339,2024-04-23
2024-01-18,South,Electronics,Smartphone,7,337.91,0.0,2365.3700000000003,2024-01-18
2024-11-07,North,Electronics,Headphones,6,262.81,0.01,1561.0914,2024-11-07
2024-07-26,South,Groceries,Snacks,4,6.48,0.04,24.883200000000002,2024-07-26
2024-08-05,North,Groceries,Beverages,2,6.78,0.22,10.5768,2024-08-05
2024-10-21,North,Electronics,Laptop,7,311.38,0.06,2048.8803999999996,2024-10-21
2024-02-27,South,Beauty,Perfume,9,12.81,0.0,115.29,2024-02-27
2024-03-31,North,Sports,Cricket Bat,1,44.61,0.24,33.9036,2024-03-31
2024-10-02,East,Electronics,Headphones,6,314.18,0.19,1526.9148,2024-10-02
2024-09-04,North,Sports,Yoga Mat,8,29.42,0.08,216.5312,2024-09-04
2024-08-01,South,Home & Kitchen,Cookware,7,60.44,0.15,359.618,2024-08-01
2024-03-22,West,Sports,Cricket Bat,9,39.68,0.0,357.12,2024-03-22
2024-02-07,North,Beauty,Perfume,6,18.69,0.2,89.71200000000002,2024-02-07
2024-03-17,West,Clothing,Jacket,3,26.78,0.13,69.89580000000001,2024-03-17
2024-10-11,North,Clothing,Jacket,1,25.98,0.0,25.98,2024-10-11
2024-06-20,North,Electronics,Tablet,5,362.61,0.12,1595.4840000000002,2024-06-20
2024-12-10,North,Sports,Yoga Mat,6,27.67,0.01,164.3598,2024-12-10
2024-05-19,South,Electronics,Tablet,6,200.95,0.17,1000.7309999999998,2024-05-19
2024-05-11,East,Electronics,Headphones,1,283.47,0.04,272.13120000000004,2024-05-11
2024-04-19,North,Groceries,Snacks,8,5.98,0.02,46.8832,2024-04-19
2024-03-18,East,Beauty,Face Wash,1,13.7,0.14,11.782,2024-03-18
2024-03-12,East,Sports,Football,1,41.36,0.21,32.6744,2024-03-12
2024-03-09,South,Sports,Cricket Bat,5,39.44,0.02,193.25599999999997,2024-03-09
2024-05-12,West,Home & Kitchen,Mixer,7,64.64,0.05,429.856,2024-05-12
2024-12-08,North,Home & Kitchen,Cookware,5,65.66,0.14,282.33799999999997,2024-12-08
2024-01-18,North,Sports,Football,3,50.38,0.1,136.026,2024-01-18
2024-01-30,South,Clothing,T-Shirt,5,23.69,0.08,108.974,2024-01-30
2024-11-22,North,Groceries,Rice,5,3.6,0.17,14.94,2024-11-22
2024-11-20,West,Clothing,Sneakers,3,17.37,0.18,42.7302,2024-11-20
2024-12-17,South,Clothing,Jeans,1,25.57,0.05,24.2915,2024-12-17
2024-06-27,West,Groceries,Beverages,8,5.64,0.13,39.2544,2024-06-27
2024-08-25,West,Sports,Dumbbells,5,35.34,0.08,162.56400000000002,2024-08-25
2024-11-14,South,Sports,Yoga Mat,5,42.3,0.03,205.155,2024-11-14
2024-12-07,West,Electronics,Headphones,4,337.51,0.04,1296.0384,2024-12-07
2024-10-14,South,Clothing,Jacket,1,26.27,0.16,22.066799999999997,2024-10-14
2024-02-17,North,Sports,Cricket Bat,1,54.19,0.08,49.8548,2024-02-17
